frame.number,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,ip.proto,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,ip.len,tcp.window_size_value,tcp.analysis.ack_rtt,tcp.analysis.initial_rtt,tcp.analysis.bytes_in_flight,tcp.analysis.push_bytes_sent,frame.time_epoch
543,10.0.0.134,10.0.0.134,515,0,60,6,False,False,False,40,512,,,,,1722052318.487120318
544,10.0.0.134,10.0.0.134,516,0,60,6,False,False,False,40,512,,,,,1722052319.487986694
545,10.0.0.134,10.0.0.134,517,0,60,6,False,False,False,40,512,,,,,1722052320.488497211
546,10.0.0.134,10.0.0.134,518,0,60,6,False,False,False,40,512,,,,,1722052321.489413421
547,10.0.0.134,10.0.0.134,519,0,60,6,False,False,False,40,512,,,,,1722052322.490345923
548,10.0.0.134,10.0.0.134,520,0,60,6,False,False,False,40,512,,,,,1722052323.491059017
549,10.0.0.134,10.0.0.134,521,0,60,6,False,False,False,40,512,,,,,1722052324.491824559
550,10.0.0.134,10.0.0.134,522,0,60,6,False,False,False,40,512,,,,,1722052325.499127189
551,10.0.0.134,10.0.0.134,523,0,60,6,False,False,False,40,512,,,,,1722052326.499692583
552,10.0.0.134,10.0.0.134,524,0,60,6,False,False,False,40,512,,,,,1722052327.500370364
553,10.0.0.134,10.0.0.134,525,0,60,6,False,False,False,40,512,,,,,1722052328.501562595
554,10.0.0.134,10.0.0.134,526,0,60,6,False,False,False,40,512,,,,,1722052329.502860613
555,10.0.0.134,10.0.0.134,527,0,60,6,False,False,False,40,512,,,,,1722052330.503922649
556,10.0.0.134,10.0.0.134,528,0,60,6,False,False,False,40,512,,,,,1722052331.505063445
557,10.0.0.134,10.0.0.134,529,0,60,6,False,False,False,40,512,,,,,1722052332.505769495
558,10.0.0.134,10.0.0.134,530,0,60,6,False,False,False,40,512,,,,,1722052333.507024624
559,10.0.0.134,10.0.0.134,531,0,60,6,False,False,False,40,512,,,,,1722052334.507512100
560,10.0.0.134,10.0.0.134,532,0,60,6,False,False,False,40,512,,,,,1722052335.508597432
561,10.0.0.134,10.0.0.134,533,0,60,6,False,False,False,40,512,,,,,1722052336.509243999
562,10.0.0.134,10.0.0.134,534,0,60,6,False,False,False,40,512,,,,,1722052337.509942410
563,10.0.0.134,10.0.0.134,535,0,60,6,False,False,False,40,512,,,,,1722052338.510606130
564,10.0.0.134,10.0.0.134,536,0,60,6,False,False,False,40,512,,,,,1722052339.511287162
565,10.0.0.134,10.0.0.134,537,0,60,6,False,False,False,40,512,,,,,1722052340.512170005
566,10.0.0.134,10.0.0.134,538,0,60,6,False,False,False,40,512,,,,,1722052341.513269134
567,10.0.0.134,10.0.0.134,539,0,60,6,False,False,False,40,512,,,,,1722052342.513952835
568,10.0.0.134,10.0.0.134,540,0,60,6,False,False,False,40,512,,,,,1722052343.514477147
569,10.0.0.134,10.0.0.134,541,0,60,6,False,False,False,40,512,,,,,1722052344.515195833
570,10.0.0.134,10.0.0.134,542,0,60,6,False,False,False,40,512,,,,,1722052345.516342756
571,10.0.0.134,10.0.0.134,543,0,60,6,False,False,False,40,512,,,,,1722052346.517045146
572,10.0.0.134,10.0.0.134,544,0,60,6,False,False,False,40,512,,,,,1722052347.518189009
573,10.0.0.134,10.0.0.134,545,0,60,6,False,False,False,40,512,,,,,1722052348.519149576
574,10.0.0.134,10.0.0.134,546,0,60,6,False,False,False,40,512,,,,,1722052349.520004471
575,10.0.0.134,10.0.0.134,547,0,60,6,False,False,False,40,512,,,,,1722052350.522302468
576,10.0.0.134,10.0.0.134,548,0,60,6,False,False,False,40,512,,,,,1722052351.523025938
577,10.0.0.134,10.0.0.134,549,0,60,6,False,False,False,40,512,,,,,1722052352.523968362
578,10.0.0.134,10.0.0.134,550,0,60,6,False,False,False,40,512,,,,,1722052353.524859589
579,10.0.0.134,10.0.0.134,551,0,60,6,False,False,False,40,512,,,,,1722052354.548052653
580,10.0.0.134,10.0.0.134,552,0,60,6,False,False,False,40,512,,,,,1722052355.559657494
581,10.0.0.134,10.0.0.134,553,0,60,6,False,False,False,40,512,,,,,1722052356.561574622
582,10.0.0.134,10.0.0.134,554,0,60,6,False,False,False,40,512,,,,,1722052357.562412583
583,10.0.0.134,10.0.0.134,555,0,60,6,False,False,False,40,512,,,,,1722052358.563008789
584,10.0.0.134,10.0.0.134,556,0,60,6,False,False,False,40,512,,,,,1722052359.572327311
585,10.0.0.134,10.0.0.134,557,0,60,6,False,False,False,40,512,,,,,1722052360.573207574
586,10.0.0.134,10.0.0.134,558,0,60,6,False,False,False,40,512,,,,,1722052361.574257781
587,10.0.0.134,10.0.0.134,559,0,60,6,False,False,False,40,512,,,,,1722052362.574895889
588,10.0.0.134,10.0.0.134,560,0,60,6,False,False,False,40,512,,,,,1722052363.575574190
589,10.0.0.134,10.0.0.134,561,0,60,6,False,False,False,40,512,,,,,1722052364.576540596
590,10.0.0.134,10.0.0.134,562,0,60,6,False,False,False,40,512,,,,,1722052365.577154256
591,10.0.0.134,10.0.0.134,563,0,60,6,False,False,False,40,512,,,,,1722052366.600093454
592,10.0.0.134,10.0.0.134,564,0,60,6,False,False,False,40,512,,,,,1722052367.601022265
593,10.0.0.134,10.0.0.134,565,0,60,6,False,False,False,40,512,,,,,1722052368.601720232
594,10.0.0.134,10.0.0.134,566,0,60,6,False,False,False,40,512,,,,,1722052369.602318966
595,10.0.0.134,10.0.0.134,567,0,60,6,False,False,False,40,512,,,,,1722052370.603321273
596,10.0.0.134,10.0.0.134,568,0,60,6,False,False,False,40,512,,,,,1722052371.604461343
597,10.0.0.134,10.0.0.134,569,0,60,6,False,False,False,40,512,,,,,1722052372.611808071
598,10.0.0.134,10.0.0.134,570,0,60,6,False,False,False,40,512,,,,,1722052373.613194480
599,10.0.0.134,10.0.0.134,571,0,60,6,False,False,False,40,512,,,,,1722052374.613781698
600,10.0.0.134,10.0.0.134,572,0,60,6,False,False,False,40,512,,,,,1722052375.614726294
601,10.0.0.134,10.0.0.134,573,0,60,6,False,False,False,40,512,,,,,1722052376.615667883
602,10.0.0.134,10.0.0.134,574,0,60,6,False,False,False,40,512,,,,,1722052377.616778245
603,10.0.0.134,10.0.0.134,575,0,60,6,False,False,False,40,512,,,,,1722052378.617537617
604,10.0.0.134,10.0.0.134,576,0,60,6,False,False,False,40,512,,,,,1722052379.618141673
605,10.0.0.134,10.0.0.134,577,0,60,6,False,False,False,40,512,,,,,1722052380.618880775
606,10.0.0.134,10.0.0.134,578,0,60,6,False,False,False,40,512,,,,,1722052381.619584677
607,10.0.0.134,10.0.0.134,579,0,60,6,False,False,False,40,512,,,,,1722052382.620286277
608,10.0.0.134,10.0.0.134,580,0,60,6,False,False,False,40,512,,,,,1722052383.620953686
609,10.0.0.134,10.0.0.134,581,0,60,6,False,False,False,40,512,,,,,1722052384.621324778
610,10.0.0.134,10.0.0.134,582,0,60,6,False,False,False,40,512,,,,,1722052385.622099941
611,10.0.0.134,10.0.0.134,583,0,60,6,False,False,False,40,512,,,,,1722052386.623223488
612,10.0.0.134,10.0.0.134,584,0,60,6,False,False,False,40,512,,,,,1722052387.623503255
613,10.0.0.134,10.0.0.134,585,0,60,6,False,False,False,40,512,,,,,1722052388.624188611
614,10.0.0.134,10.0.0.134,586,0,60,6,False,False,False,40,512,,,,,1722052389.639823242
615,10.0.0.134,10.0.0.134,587,0,60,6,False,False,False,40,512,,,,,1722052390.640588495
616,10.0.0.134,10.0.0.134,588,0,60,6,False,False,False,40,512,,,,,1722052391.641509160
617,10.0.0.134,10.0.0.134,589,0,60,6,False,False,False,40,512,,,,,1722052392.642198603
618,10.0.0.134,10.0.0.134,590,0,60,6,False,False,False,40,512,,,,,1722052393.642575740
619,10.0.0.134,10.0.0.134,591,0,60,6,False,False,False,40,512,,,,,1722052394.644549160
620,10.0.0.134,10.0.0.134,592,0,60,6,False,False,False,40,512,,,,,1722052395.645226688
621,10.0.0.134,10.0.0.134,593,0,60,6,False,False,False,40,512,,,,,1722052396.646210685
622,10.0.0.134,10.0.0.134,594,0,60,6,False,False,False,40,512,,,,,1722052397.646525427
623,10.0.0.134,10.0.0.134,595,0,60,6,False,False,False,40,512,,,,,1722052398.647427557
624,10.0.0.134,10.0.0.134,596,0,60,6,False,False,False,40,512,,,,,1722052399.648067472
625,10.0.0.134,10.0.0.134,597,0,60,6,False,False,False,40,512,,,,,1722052400.648354038
626,10.0.0.134,10.0.0.134,598,0,60,6,False,False,False,40,512,,,,,1722052401.648817915
627,10.0.0.134,10.0.0.134,599,0,60,6,False,False,False,40,512,,,,,1722052402.649487134
628,10.0.0.134,10.0.0.134,600,0,60,6,False,False,False,40,512,,,,,1722052403.650321690
629,10.0.0.134,10.0.0.134,601,0,60,6,False,False,False,40,512,,,,,1722052404.650748785
630,10.0.0.134,10.0.0.134,602,0,60,6,False,False,False,40,512,,,,,1722052405.651229357
631,10.0.0.134,10.0.0.134,603,0,60,6,False,False,False,40,512,,,,,1722052406.652048944
632,10.0.0.134,10.0.0.134,604,0,60,6,False,False,False,40,512,,,,,1722052407.652628953
633,10.0.0.134,10.0.0.134,605,0,60,6,False,False,False,40,512,,,,,1722052408.653879882
634,10.0.0.134,10.0.0.134,606,0,60,6,False,False,False,40,512,,,,,1722052409.654873988
635,10.0.0.134,10.0.0.134,607,0,60,6,False,False,False,40,512,,,,,1722052410.656160659
636,10.0.0.134,10.0.0.134,608,0,60,6,False,False,False,40,512,,,,,1722052411.657213435
637,10.0.0.134,10.0.0.134,609,0,60,6,False,False,False,40,512,,,,,1722052412.658005959
638,10.0.0.134,10.0.0.134,610,0,60,6,False,False,False,40,512,,,,,1722052413.658064637
639,10.0.0.134,10.0.0.134,611,0,60,6,False,False,False,40,512,,,,,1722052414.658815358
640,10.0.0.134,10.0.0.134,612,0,60,6,False,False,False,40,512,,,,,1722052415.659450810
641,10.0.0.134,10.0.0.134,613,0,60,6,False,False,False,40,512,,,,,1722052416.660273528
642,10.0.0.134,10.0.0.134,614,0,60,6,False,False,False,40,512,,,,,1722052417.660731666
643,10.0.0.134,10.0.0.134,615,0,60,6,False,False,False,40,512,,,,,1722052418.661910020
644,10.0.0.134,10.0.0.134,616,0,60,6,False,False,False,40,512,,,,,1722052419.663133295
645,10.0.0.134,10.0.0.134,617,0,60,6,False,False,False,40,512,,,,,1722052420.663502228
646,10.0.0.134,10.0.0.134,618,0,60,6,False,False,False,40,512,,,,,1722052421.664489859
647,10.0.0.134,10.0.0.134,619,0,60,6,False,False,False,40,512,,,,,1722052422.671315785
648,10.0.0.134,10.0.0.134,620,0,60,6,False,False,False,40,512,,,,,1722052423.672222846
649,10.0.0.134,10.0.0.134,621,0,60,6,False,False,False,40,512,,,,,1722052424.673275766
650,10.0.0.134,10.0.0.134,622,0,60,6,False,False,False,40,512,,,,,1722052425.691954951
651,10.0.0.134,10.0.0.134,623,0,60,6,False,False,False,40,512,,,,,1722052426.693040363
652,10.0.0.134,10.0.0.134,624,0,60,6,False,False,False,40,512,,,,,1722052427.694410969
653,10.0.0.134,10.0.0.134,625,0,60,6,False,False,False,40,512,,,,,1722052428.695217229
654,10.0.0.134,10.0.0.134,626,0,60,6,False,False,False,40,512,,,,,1722052429.696368357
655,10.0.0.134,10.0.0.134,627,0,60,6,False,False,False,40,512,,,,,1722052430.696991315
656,10.0.0.134,10.0.0.134,628,0,60,6,False,False,False,40,512,,,,,1722052431.698531794
657,10.0.0.134,10.0.0.134,629,0,60,6,False,False,False,40,512,,,,,1722052432.699178701
658,10.0.0.134,10.0.0.134,630,0,60,6,False,False,False,40,512,,,,,1722052433.711282615
659,10.0.0.134,10.0.0.134,631,0,60,6,False,False,False,40,512,,,,,1722052434.730827730
660,10.0.0.134,10.0.0.134,632,0,60,6,False,False,False,40,512,,,,,1722052435.731337221
661,10.0.0.134,10.0.0.134,633,0,60,6,False,False,False,40,512,,,,,1722052436.732037899
662,10.0.0.134,10.0.0.134,634,0,60,6,False,False,False,40,512,,,,,1722052437.733278912
663,10.0.0.134,10.0.0.134,635,0,60,6,False,False,False,40,512,,,,,1722052438.734522929
664,10.0.0.134,10.0.0.134,636,0,60,6,False,False,False,40,512,,,,,1722052439.735298370
665,10.0.0.134,10.0.0.134,637,0,60,6,False,False,False,40,512,,,,,1722052440.760050652
666,10.0.0.134,10.0.0.134,638,0,60,6,False,False,False,40,512,,,,,1722052441.759031413
667,10.0.0.134,10.0.0.134,639,0,60,6,False,False,False,40,512,,,,,1722052442.759699925
668,10.0.0.134,10.0.0.134,640,0,60,6,False,False,False,40,512,,,,,1722052443.760474235
669,10.0.0.134,10.0.0.134,641,0,60,6,False,False,False,40,512,,,,,1722052444.761241256
670,10.0.0.134,10.0.0.134,642,0,60,6,False,False,False,40,512,,,,,1722052445.761708508
671,10.0.0.134,10.0.0.134,643,0,60,6,False,False,False,40,512,,,,,1722052446.764740123
672,10.0.0.134,10.0.0.134,644,0,60,6,False,False,False,40,512,,,,,1722052447.765464654
673,10.0.0.134,10.0.0.134,645,0,60,6,False,False,False,40,512,,,,,1722052448.766174636
674,10.0.0.134,10.0.0.134,646,0,60,6,False,False,False,40,512,,,,,1722052449.766740645
675,10.0.0.134,10.0.0.134,647,0,60,6,False,False,False,40,512,,,,,1722052450.767042418
676,10.0.0.134,10.0.0.134,648,0,60,6,False,False,False,40,512,,,,,1722052451.768214583
677,10.0.0.134,10.0.0.134,649,0,60,6,False,False,False,40,512,,,,,1722052452.770117938
678,10.0.0.134,10.0.0.134,650,0,60,6,False,False,False,40,512,,,,,1722052453.771165017
679,10.0.0.134,10.0.0.134,651,0,60,6,False,False,False,40,512,,,,,1722052454.771765037
680,10.0.0.134,10.0.0.134,652,0,60,6,False,False,False,40,512,,,,,1722052455.772600845
681,10.0.0.134,10.0.0.134,653,0,60,6,False,False,False,40,512,,,,,1722052456.773615522
682,10.0.0.134,10.0.0.134,654,0,60,6,False,False,False,40,512,,,,,1722052457.777514165
683,10.0.0.134,10.0.0.134,655,0,60,6,False,False,False,40,512,,,,,1722052458.778116027
684,10.0.0.134,10.0.0.134,656,0,60,6,False,False,False,40,512,,,,,1722052459.778817442
685,10.0.0.134,10.0.0.134,657,0,60,6,False,False,False,40,512,,,,,1722052460.779336561
686,10.0.0.134,10.0.0.134,658,0,60,6,False,False,False,40,512,,,,,1722052461.779837448
687,10.0.0.134,10.0.0.134,659,0,60,6,False,False,False,40,512,,,,,1722052462.781037663
688,10.0.0.134,10.0.0.134,660,0,60,6,False,False,False,40,512,,,,,1722052463.782193605
689,10.0.0.134,10.0.0.134,661,0,60,6,False,False,False,40,512,,,,,1722052464.783772020
690,10.0.0.134,10.0.0.134,662,0,60,6,False,False,False,40,512,,,,,1722052465.784889567
691,10.0.0.134,10.0.0.134,663,0,60,6,False,False,False,40,512,,,,,1722052466.785946024
692,10.0.0.134,10.0.0.134,664,0,60,6,False,False,False,40,512,,,,,1722052467.787469556
693,10.0.0.134,10.0.0.134,665,0,60,6,False,False,False,40,512,,,,,1722052468.788727988
694,10.0.0.134,10.0.0.134,666,0,60,6,False,False,False,40,512,,,,,1722052469.790187026
695,10.0.0.134,10.0.0.134,667,0,60,6,False,False,False,40,512,,,,,1722052470.790970313
696,10.0.0.134,10.0.0.134,668,0,60,6,False,False,False,40,512,,,,,1722052471.791538203
697,10.0.0.134,10.0.0.134,669,0,60,6,False,False,False,40,512,,,,,1722052472.795934943
698,10.0.0.134,10.0.0.134,670,0,60,6,False,False,False,40,512,,,,,1722052473.797327797
699,10.0.0.134,10.0.0.134,671,0,60,6,False,False,False,40,512,,,,,1722052474.797886777
700,10.0.0.134,10.0.0.134,672,0,60,6,False,False,False,40,512,,,,,1722052475.798527600
701,10.0.0.134,10.0.0.134,673,0,60,6,False,False,False,40,512,,,,,1722052476.799333145
702,10.0.0.134,10.0.0.134,674,0,60,6,False,False,False,40,512,,,,,1722052477.800293264
703,10.0.0.134,10.0.0.134,675,0,60,6,False,False,False,40,512,,,,,1722052478.801426518
704,10.0.0.134,10.0.0.134,676,0,60,6,False,False,False,40,512,,,,,1722052479.802453511
705,10.0.0.134,10.0.0.134,677,0,60,6,False,False,False,40,512,,,,,1722052480.803175138
706,10.0.0.134,10.0.0.134,678,0,60,6,False,False,False,40,512,,,,,1722052481.804174867
707,10.0.0.134,10.0.0.134,679,0,60,6,False,False,False,40,512,,,,,1722052482.805207215
708,10.0.0.134,10.0.0.134,680,0,60,6,False,False,False,40,512,,,,,1722052483.805532258
709,10.0.0.134,10.0.0.134,681,0,60,6,False,False,False,40,512,,,,,1722052484.806290353
710,10.0.0.134,10.0.0.134,682,0,60,6,False,False,False,40,512,,,,,1722052485.806787351
711,10.0.0.134,10.0.0.134,683,0,60,6,False,False,False,40,512,,,,,1722052486.807041160
712,10.0.0.134,10.0.0.134,684,0,60,6,False,False,False,40,512,,,,,1722052487.808097774
713,10.0.0.134,10.0.0.134,685,0,60,6,False,False,False,40,512,,,,,1722052488.808607054
714,10.0.0.134,10.0.0.134,686,0,60,6,False,False,False,40,512,,,,,1722052489.809387220
715,10.0.0.134,10.0.0.2,,,89,17,,,,75,,,,,,1722052490.178283008
716,10.0.0.2,10.0.0.134,,,425,17,,,,411,,,,,,1722052490.202130962
717,10.0.0.134,10.0.0.134,687,0,60,6,False,False,False,40,512,,,,,1722052490.810065458
718,10.0.0.134,10.0.0.134,688,0,60,6,False,False,False,40,512,,,,,1722052491.811120450
719,10.0.0.134,10.0.0.134,689,0,60,6,False,False,False,40,512,,,,,1722052492.811844309
720,10.0.0.134,10.0.0.134,690,0,60,6,False,False,False,40,512,,,,,1722052493.812278793
721,10.0.0.134,10.0.0.134,691,0,60,6,False,False,False,40,512,,,,,1722052494.815466724
722,10.0.0.134,10.0.0.134,692,0,60,6,False,False,False,40,512,,,,,1722052495.815812660
723,10.0.0.134,10.0.0.134,693,0,60,6,False,False,False,40,512,,,,,1722052496.816474730
724,10.0.0.134,10.0.0.134,694,0,60,6,False,False,False,40,512,,,,,1722052497.817289614
725,10.0.0.134,10.0.0.134,695,0,60,6,False,False,False,40,512,,,,,1722052498.818812334
726,10.0.0.134,10.0.0.134,696,0,60,6,False,False,False,40,512,,,,,1722052499.819749901
727,10.0.0.134,10.0.0.134,697,0,60,6,False,False,False,40,512,,,,,1722052500.825751192
728,10.0.0.134,10.0.0.134,698,0,60,6,False,False,False,40,512,,,,,1722052501.825509560
729,10.0.0.134,10.0.0.134,699,0,60,6,False,False,False,40,512,,,,,1722052502.825986642
730,10.0.0.134,10.0.0.134,700,0,60,6,False,False,False,40,512,,,,,1722052503.826938673
731,10.0.0.134,10.0.0.134,701,0,60,6,False,False,False,40,512,,,,,1722052504.827796904
732,10.0.0.134,10.0.0.134,702,0,60,6,False,False,False,40,512,,,,,1722052505.828877474
733,10.0.0.134,10.0.0.134,703,0,60,6,False,False,False,40,512,,,,,1722052506.829557947
734,10.0.0.134,10.0.0.134,704,0,60,6,False,False,False,40,512,,,,,1722052507.830580885
735,10.0.0.134,10.0.0.134,705,0,60,6,False,False,False,40,512,,,,,1722052508.831413606
736,10.0.0.134,10.0.0.134,706,0,60,6,False,False,False,40,512,,,,,1722052509.852682490
737,10.0.0.134,10.0.0.134,707,0,60,6,False,False,False,40,512,,,,,1722052510.852963601
738,10.0.0.134,10.0.0.134,708,0,60,6,False,False,False,40,512,,,,,1722052511.853940310
739,10.0.0.134,10.0.0.134,709,0,60,6,False,False,False,40,512,,,,,1722052512.857925951
740,10.0.0.134,10.0.0.134,710,0,60,6,False,False,False,40,512,,,,,1722052513.858528381
741,10.0.0.134,10.0.0.134,711,0,60,6,False,False,False,40,512,,,,,1722052514.859248370
742,10.0.0.134,10.0.0.134,712,0,60,6,False,False,False,40,512,,,,,1722052515.859940488
743,10.0.0.134,10.0.0.134,713,0,60,6,False,False,False,40,512,,,,,1722052516.860707251
744,10.0.0.134,10.0.0.134,714,0,60,6,False,False,False,40,512,,,,,1722052517.861561496
745,10.0.0.134,10.0.0.134,715,0,60,6,False,False,False,40,512,,,,,1722052518.862309779
746,10.0.0.134,10.0.0.134,716,0,60,6,False,False,False,40,512,,,,,1722052519.862651906
747,10.0.0.134,10.0.0.134,717,0,60,6,False,False,False,40,512,,,,,1722052520.863338429
748,10.0.0.134,10.0.0.134,718,0,60,6,False,False,False,40,512,,,,,1722052521.864031720
749,10.0.0.134,10.0.0.134,719,0,60,6,False,False,False,40,512,,,,,1722052522.865340981
750,10.0.0.134,10.0.0.134,720,0,60,6,False,False,False,40,512,,,,,1722052523.866200576
751,10.0.0.134,10.0.0.134,721,0,60,6,False,False,False,40,512,,,,,1722052524.866544404
752,10.0.0.134,10.0.0.134,722,0,60,6,False,False,False,40,512,,,,,1722052525.867347945
753,10.0.0.134,10.0.0.134,723,0,60,6,False,False,False,40,512,,,,,1722052526.868047767
754,10.0.0.134,10.0.0.134,724,0,60,6,False,False,False,40,512,,,,,1722052527.869220506
755,10.0.0.134,10.0.0.134,725,0,60,6,False,False,False,40,512,,,,,1722052528.870198497
756,10.0.0.134,10.0.0.134,726,0,60,6,False,False,False,40,512,,,,,1722052529.870709933
757,10.0.0.134,10.0.0.134,727,0,60,6,False,False,False,40,512,,,,,1722052530.871594936
758,10.0.0.134,10.0.0.134,728,0,60,6,False,False,False,40,512,,,,,1722052531.872454846
759,10.0.0.134,10.0.0.134,729,0,60,6,False,False,False,40,512,,,,,1722052532.873928689
760,10.0.0.134,10.0.0.134,730,0,60,6,False,False,False,40,512,,,,,1722052533.874191729
761,10.0.0.134,10.0.0.134,731,0,60,6,False,False,False,40,512,,,,,1722052534.875152150
762,10.0.0.134,10.0.0.134,732,0,60,6,False,False,False,40,512,,,,,1722052535.875908637
763,10.0.0.134,10.0.0.134,733,0,60,6,False,False,False,40,512,,,,,1722052536.876562672
764,10.0.0.134,10.0.0.134,734,0,60,6,False,False,False,40,512,,,,,1722052537.877574856
765,10.0.0.134,10.0.0.134,735,0,60,6,False,False,False,40,512,,,,,1722052538.878216099
766,10.0.0.134,10.0.0.134,736,0,60,6,False,False,False,40,512,,,,,1722052539.878695446
767,10.0.0.134,10.0.0.134,737,0,60,6,False,False,False,40,512,,,,,1722052540.879462442
768,10.0.0.134,10.0.0.134,738,0,60,6,False,False,False,40,512,,,,,1722052541.880303783
769,10.0.0.134,10.0.0.134,739,0,60,6,False,False,False,40,512,,,,,1722052542.880621402
770,10.0.0.134,10.0.0.134,740,0,60,6,False,False,False,40,512,,,,,1722052543.881502299
771,10.0.0.134,10.0.0.134,741,0,60,6,False,False,False,40,512,,,,,1722052544.882402535
772,10.0.0.134,10.0.0.134,742,0,60,6,False,False,False,40,512,,,,,1722052545.883785291
773,10.0.0.134,10.0.0.134,743,0,60,6,False,False,False,40,512,,,,,1722052546.884415387
774,10.0.0.134,10.0.0.134,744,0,60,6,False,False,False,40,512,,,,,1722052547.885468969
775,10.0.0.134,10.0.0.134,745,0,60,6,False,False,False,40,512,,,,,1722052548.886485868
776,10.0.0.134,10.0.0.134,746,0,60,6,False,False,False,40,512,,,,,1722052549.886600013
777,10.0.0.134,10.0.0.134,747,0,60,6,False,False,False,40,512,,,,,1722052550.887869956
778,10.0.0.134,10.0.0.134,748,0,60,6,False,False,False,40,512,,,,,1722052551.888556432
779,10.0.0.134,10.0.0.134,749,0,60,6,False,False,False,40,512,,,,,1722052552.889224345
780,10.0.0.134,10.0.0.134,750,0,60,6,False,False,False,40,512,,,,,1722052553.889767139
781,10.0.0.134,10.0.0.134,751,0,60,6,False,False,False,40,512,,,,,1722052554.890149255
782,10.0.0.134,10.0.0.134,752,0,60,6,False,False,False,40,512,,,,,1722052555.891131732
783,10.0.0.134,10.0.0.134,753,0,60,6,False,False,False,40,512,,,,,1722052556.892745885
784,10.0.0.134,10.0.0.134,754,0,60,6,False,False,False,40,512,,,,,1722052557.893578584
785,10.0.0.134,10.0.0.134,755,0,60,6,False,False,False,40,512,,,,,1722052558.894361890
786,10.0.0.134,10.0.0.134,756,0,60,6,False,False,False,40,512,,,,,1722052559.894581787
787,10.0.0.134,10.0.0.134,757,0,60,6,False,False,False,40,512,,,,,1722052560.896642082
788,10.0.0.134,10.0.0.134,758,0,60,6,False,False,False,40,512,,,,,1722052561.897943352
789,10.0.0.134,10.0.0.134,759,0,60,6,False,False,False,40,512,,,,,1722052562.898571762
790,10.0.0.134,10.0.0.134,760,0,60,6,False,False,False,40,512,,,,,1722052563.899752212
791,10.0.0.134,10.0.0.134,761,0,60,6,False,False,False,40,512,,,,,1722052564.900325546
792,10.0.0.134,10.0.0.134,762,0,60,6,False,False,False,40,512,,,,,1722052565.901366439
793,10.0.0.134,10.0.0.134,763,0,60,6,False,False,False,40,512,,,,,1722052566.901831630
794,10.0.0.134,10.0.0.134,764,0,60,6,False,False,False,40,512,,,,,1722052567.902732752
795,10.0.0.134,10.0.0.134,765,0,60,6,False,False,False,40,512,,,,,1722052568.903386929
796,10.0.0.134,10.0.0.134,766,0,60,6,False,False,False,40,512,,,,,1722052569.905028276
797,10.0.0.134,10.0.0.134,767,0,60,6,False,False,False,40,512,,,,,1722052570.905938075
798,10.0.0.134,10.0.0.134,768,0,60,6,False,False,False,40,512,,,,,1722052571.906695310
799,10.0.0.134,10.0.0.134,769,0,60,6,False,False,False,40,512,,,,,1722052572.907628368
800,10.0.0.134,10.0.0.134,770,0,60,6,False,False,False,40,512,,,,,1722052573.908374312
801,10.0.0.134,10.0.0.134,771,0,60,6,False,False,False,40,512,,,,,1722052574.909355132
802,10.0.0.134,10.0.0.134,772,0,60,6,False,False,False,40,512,,,,,1722052575.910617839
803,10.0.0.134,10.0.0.134,773,0,60,6,False,False,False,40,512,,,,,1722052576.911378619
804,10.0.0.134,10.0.0.134,774,0,60,6,False,False,False,40,512,,,,,1722052577.912157168
805,10.0.0.134,10.0.0.134,775,0,60,6,False,False,False,40,512,,,,,1722052578.913605942
806,10.0.0.134,10.0.0.134,776,0,60,6,False,False,False,40,512,,,,,1722052579.914072539
807,10.0.0.134,10.0.0.2,,,89,17,,,,75,,,,,,1722052580.146215866
808,10.0.0.2,10.0.0.134,,,281,17,,,,267,,,,,,1722052580.190086630
809,10.0.0.134,185.125.190.17,57930,80,74,6,True,False,False,60,64240,,,,,1722052580.191448775
810,185.125.190.17,10.0.0.134,80,57930,60,6,True,True,False,44,64240,0.048386003,,,,1722052580.239834778
811,10.0.0.134,185.125.190.17,57930,80,54,6,False,True,False,40,64240,0.000088484,0.048474487,,,1722052580.239923262
812,10.0.0.134,185.125.190.17,57930,80,141,6,False,True,False,127,64240,,0.048474487,87,87,1722052580.240368011
813,185.125.190.17,10.0.0.134,80,57930,60,6,False,True,False,40,64240,0.001134866,0.048474487,,,1722052580.241502877
814,185.125.190.17,10.0.0.134,80,57930,243,6,False,True,True,229,64240,,0.048474487,189,189,1722052580.328495701
815,10.0.0.134,185.125.190.17,57930,80,54,6,False,True,True,40,64050,0.000193145,0.048474487,,,1722052580.328688846
816,185.125.190.17,10.0.0.134,80,57930,60,6,False,True,False,40,64239,0.000743788,0.048474487,,,1722052580.329432634
817,10.0.0.134,10.0.0.134,777,0,60,6,False,False,False,40,512,,,,,1722052580.915133252
818,10.0.0.134,10.0.0.134,778,0,60,6,False,False,False,40,512,,,,,1722052581.915377259
819,10.0.0.134,10.0.0.134,779,0,60,6,False,False,False,40,512,,,,,1722052582.916358598
820,10.0.0.134,10.0.0.134,780,0,60,6,False,False,False,40,512,,,,,1722052583.917278086
821,10.0.0.134,10.0.0.134,781,0,60,6,False,False,False,40,512,,,,,1722052584.918091842
822,10.0.0.134,10.0.0.134,782,0,60,6,False,False,False,40,512,,,,,1722052585.919080791
823,10.0.0.134,10.0.0.134,783,0,60,6,False,False,False,40,512,,,,,1722052586.919942873
